Tanggal,Jam,Pasut,WS2M,WD2M,datetime,Pasut_lag1,Pasut_lag2,Pasut_lag3,Pasut_lag6,WS2M_lag1,WS2M_lag2,WS2M_lag3,WD_rad,u,v,u_lag1,v_lag1,u_lag2,v_lag2,hour,hour_sin,hour_cos
9/28/2025,12:00,1.2,0.44,115.4,2025-09-28 12:00:00,1.3,1.5,1.6,1.6,0.44,0.45,0.43,2.014109956801456,-0.18873145869738414,0.39746752885985237,-0.10867956559800686,0.4263669218190226,-0.04000243358989866,0.4482184794348463,12,1.2246467991473532e-16,-1.0
9/28/2025,13:00,1.0,0.42,124.4,2025-09-28 13:00:00,1.2,1.3,1.5,1.6,0.44,0.44,0.45,2.171189589480946,-0.2372861414384739,0.34654766927688396,-0.18873145869738414,0.39746752885985237,-0.10867956559800686,0.4263669218190226,13,-0.2588190451025208,-0.9659258262890683
9/28/2025,14:00,0.9,0.42,130.2,2025-09-28 14:00:00,1.0,1.2,1.3,1.6,0.42,0.44,0.44,2.272418686096617,-0.27109222884405915,0.3207943320265498,-0.2372861414384739,0.34654766927688396,-0.18873145869738414,0.39746752885985237,14,-0.4999999999999997,-0.8660254037844388
9/28/2025,15:00,0.9,0.5,133.4,2025-09-28 15:00:00,0.9,1.0,1.2,1.6,0.42,0.42,0.44,2.3282692221604355,-0.34354375540221144,0.36328733548548797,-0.27109222884405915,0.3207943320265498,-0.2372861414384739,0.34654766927688396,15,-0.7071067811865471,-0.7071067811865479
9/28/2025,16:00,1.0,0.57,139.3,2025-09-28 16:00:00,0.9,0.9,1.0,1.5,0.5,0.42,0.42,2.4312436480281012,-0.4321365716326617,0.37169609018332345,-0.34354375540221144,0.36328733548548797,-0.27109222884405915,0.3207943320265498,16,-0.8660254037844384,-0.5000000000000004
9/28/2025,17:00,1.2,0.56,142.9,2025-09-28 17:00:00,1.0,0.9,0.9,1.3,0.57,0.5,0.42,2.494075501099897,-0.4466470001421281,0.3377964731373581,-0.4321365716326617,0.37169609018332345,-0.34354375540221144,0.36328733548548797,17,-0.9659258262890683,-0.25881904510252063
9/28/2025,18:00,1.5,0.58,142.7,2025-09-28 18:00:00,1.2,1.0,0.9,1.2,0.56,0.57,0.5,2.490584842595908,-0.4613746188958394,0.3514732721541126,-0.4466470001421281,0.3377964731373581,-0.4321365716326617,0.37169609018332345,18,-1.0,-1.8369701987210297e-16
9/28/2025,19:00,1.8,0.6,139.1,2025-09-28 19:00:00,1.5,1.2,1.0,1.0,0.58,0.56,0.57,2.4277529895241123,-0.4535120815005837,0.3928444882304039,-0.4613746188958394,0.3514732721541126,-0.4466470001421281,0.3377964731373581,19,-0.9659258262890684,0.2588190451025203
9/28/2025,20:00,2.1,0.56,135.7,2025-09-28 20:00:00,1.8,1.5,1.2,0.9,0.6,0.58,0.56,2.368411794956305,-0.4007879308740919,0.3911125598413635,-0.4535120815005837,0.3928444882304039,-0.4613746188958394,0.3514732721541126,20,-0.8660254037844386,0.5000000000000001
9/28/2025,21:00,2.4,0.53,132.7,2025-09-28 21:00:00,2.1,1.8,1.5,0.9,0.56,0.6,0.58,2.316051917396475,-0.3594246250300773,0.38950473542947883,-0.4007879308740919,0.3911125598413635,-0.4535120815005837,0.3928444882304039,21,-0.7071067811865477,0.7071067811865474
9/28/2025,22:00,2.6,0.52,129.5,2025-09-28 22:00:00,2.4,2.1,1.8,1.0,0.53,0.56,0.6,2.260201381332657,-0.3307606745444373,0.40124478336161434,-0.3594246250300773,0.38950473542947883,-0.4007879308740919,0.3911125598413635,22,-0.5000000000000004,0.8660254037844384
9/28/2025,23:00,2.6,0.51,126.2,2025-09-28 23:00:00,2.6,2.4,2.1,1.2,0.52,0.53,0.56,2.202605516016844,-0.301208890486162,0.4115497591933389,-0.3307606745444373,0.40124478336161434,-0.3594246250300773,0.38950473542947883,23,-0.25881904510252157,0.9659258262890681
9/29/2025,0:00,2.6,0.49,121.8,2025-09-29 00:00:00,2.6,2.6,2.4,1.5,0.51,0.52,0.53,2.1258110289290935,-0.258208339793372,0.4164474195635633,-0.301208890486162,0.4115497591933389,-0.3307606745444373,0.40124478336161434,0,0.0,1.0
9/29/2025,1:00,2.4,0.48,118.7,2025-09-29 01:00:00,2.6,2.6,2.6,1.8,0.49,0.51,0.52,2.071705822117269,-0.23050727877273058,0.42103015857868265,-0.258208339793372,0.4164474195635633,-0.301208890486162,0.4115497591933389,1,0.25881904510252074,0.9659258262890683
9/29/2025,2:00,2.2,0.48,113.4,2025-09-29 02:00:00,2.4,2.6,2.6,2.1,0.48,0.49,0.51,1.9792033717615698,-0.1906309875046947,0.44052222032831095,-0.23050727877273058,0.42103015857868265,-0.258208339793372,0.4164474195635633,2,0.49999999999999994,0.8660254037844387
9/29/2025,3:00,2.0,0.49,109.2,2025-09-29 03:00:00,2.2,2.4,2.6,2.4,0.48,0.48,0.49,1.9058995431778079,-0.16114465690190574,0.46274442141636574,-0.1906309875046947,0.44052222032831095,-0.23050727877273058,0.42103015857868265,3,0.7071067811865475,0.7071067811865476
9/29/2025,4:00,1.8,0.5,102.7,2025-09-29 04:00:00,2.0,2.2,2.4,2.6,0.49,0.48,0.48,1.7924531417981764,-0.10992310217641872,0.4877672719729283,-0.16114465690190574,0.46274442141636574,-0.1906309875046947,0.44052222032831095,4,0.8660254037844386,0.5000000000000001
9/29/2025,5:00,1.7,0.52,97.7,2025-09-29 05:00:00,1.8,2.0,2.2,2.6,0.5,0.49,0.48,1.70518667919846,-0.06967281641751188,0.5153112638517149,-0.10992310217641872,0.4877672719729283,-0.16114465690190574,0.46274442141636574,5,0.9659258262890683,0.25881904510252074
9/29/2025,6:00,1.6,0.53,95.4,2025-09-29 06:00:00,1.7,1.8,2.0,2.6,0.52,0.5,0.49,1.6650441064025905,-0.04987740605881263,0.5276478412396324,-0.06967281641751188,0.5153112638517149,-0.10992310217641872,0.4877672719729283,6,1.0,6.123233995736766e-17
9/29/2025,7:00,1.6,0.46,95.0,2025-09-29 07:00:00,1.6,1.7,1.8,2.4,0.53,0.52,0.5,1.6580627893946132,-0.04009164166392279,0.458249561122203,-0.04987740605881263,0.5276478412396324,-0.06967281641751188,0.5153112638517149,7,0.9659258262890683,-0.25881904510252063
9/29/2025,8:00,1.6,0.43,94.0,2025-09-29 08:00:00,1.6,1.6,1.7,2.2,0.46,0.53,0.52,1.6406094968746698,-0.029995283709973893,0.4289525416117244,-0.04009164166392279,0.458249561122203,-0.04987740605881263,0.5276478412396324,8,0.8660254037844387,-0.4999999999999998
9/29/2025,9:00,1.6,0.4,94.3,2025-09-29 09:00:00,1.6,1.6,1.6,2.0,0.43,0.46,0.53,1.6458454846306527,-0.02999149073053105,0.39887405341004634,-0.029995283709973893,0.4289525416117244,-0.04009164166392279,0.458249561122203,9,0.7071067811865476,-0.7071067811865475
9/29/2025,10:00,1.5,0.35,98.1,2025-09-29 10:00:00,1.6,1.6,1.6,1.8,0.4,0.43,0.46,1.7121679962064371,-0.04931543117815386,0.34650828020079516,-0.02999149073053105,0.39887405341004634,-0.029995283709973893,0.4289525416117244,10,0.49999999999999994,-0.8660254037844387
9/29/2025,11:00,1.4,0.29,102.1,2025-09-29 11:00:00,1.5,1.6,1.6,1.7,0.35,0.4,0.43,1.7819811662862104,-0.06078938324210829,0.28355713865999577,-0.04931543117815386,0.34650828020079516,-0.02999149073053105,0.39887405341004634,11,0.258819045102521,-0.9659258262890682
9/29/2025,12:00,1.2,0.22,108.4,2025-09-29 12:00:00,1.4,1.5,1.6,1.6,0.29,0.35,0.4,1.8919369091618534,-0.06944278812836258,0.20875272256178923,-0.06078938324210829,0.28355713865999577,-0.04931543117815386,0.34650828020079516,12,1.2246467991473532e-16,-1.0
9/29/2025,13:00,1.0,0.11,116.6,2025-09-29 13:00:00,1.2,1.4,1.5,1.6,0.22,0.29,0.35,2.035053907825388,-0.04925349966226466,0.0983569660523305,-0.06944278812836258,0.20875272256178923,-0.06078938324210829,0.28355713865999577,13,-0.2588190451025208,-0.9659258262890683
