datetime,Pasut_lag1,Pasut_lag2,Pasut_lag3,Pasut_lag6,WS2M_lag1,WS2M_lag2,WS2M_lag3,u_lag1,v_lag1,u_lag2,v_lag2,hour_sin,hour_cos
2025-11-30 23:00:00,2.4,2.1,1.7,1.1,0.61,0.56,0.48,-0.5309169745233389,0.300378371663115,-0.48350150833979216,0.2825354693364109,-0.25881904510252157,0.9659258262890681
